精密量仪主轴、外套、阀套;高压油泵柱塞及套;纺锭轴承，高速柴油机进、排汽门，精密机床主轴轴径、针阀圆柱表面、喷油泵柱塞及柱塞套	Шпиндель прецизионного измерительного прибора, рубашка, втулка клапана; плунжер и втулка масляного насоса высокого давления; подшипники шпинделя, впускные и выпускные клапаны высокооборотного дизеля, диаметр вала шпинделя прецизионного станка, цилиндрическая поверхность игольчатого клапана, плунжер и втулка плунжера ТНВД.
intersectPtData72In22:  匀切除临时体后newBody.GetType(0swSolidBody) :	(отладочная строка)
（四）根据选点在边界参考面中线的上下位置，或者端面中心的上下位置（未勾选），在边界参考面（边界方通的侧面）建立草图和切除搭边	(4) Эскиз и вырез отбортовки строятся на опорной грани (боковой грани граничной трубы) выше/ниже её средней линии — по точке выбора или по центру торца (если флажок снят)
1.8.6.21 20220723 Bom增加读取自定义和配置特定属性，加读工程图和CAD图，输出定制表,出图轴测图调整位置	В версии 1.8.6.21 20220723 Bom добавлена возможность считывать пользовательские и настраивать определенные атрибуты, читать инженерные чертежи и чертежи САПР, выводить настроенные таблицы и корректировать положение изометрических чертежей.
BFEBFBFF000906ED|KXG60ZNV256G TOSHIBA|B0:68:E6:A8:CF:5F:(主板网卡)	BFEBFBFF000906ED|KXG60ZNV256G TOSHIBA|B0:68:E6:A8:CF:5F:(сетевая карта материнской платы)
SOLIDWORKS Premium 2025 SP3.0 - [219.02.000 Лестница - 图纸1 *]	SOLIDWORKS Premium 2025 SP3.0 - [219.02.000 Лестница - Лист1 *]
将花费The processing will take around 持 分钟请确认要删除所有图层minutes , Su	Потребуется The processing will take around мин. Подтвердите удаление всех слоев minutes, Su
由闷大AutoExplode改编，增加无选择时为选择所有零部件进行系统的自动爆炸,有选择按零部件的外形尺寸进行倍矩逐项爆炸	Переработка AutoExplode: без выбора — системное авторазнесение всех компонентов, с выбором — поочередное разнесение по габаритам деталей
未获取切割清单，请检查切割清单是否自动更新;如果没有清单,按<是>插入焊件特征，形成切割清单项目，按<否>不作处理打开窗体	Если список вырезов не получен, проверьте, обновляется ли список вырезов автоматически; если списка нет, нажмите <Да>, чтобы вставить элементы сварной детали для формирования элемента списка резки, и нажмите <Нет>, чтобы открыть форму без обработки.
BFEBFBFF000A0655|INTEL SSDPEKNW512G8|FC:B3:BC:3D:5B:A3:(主板网卡)	BFEBFBFF000A0655|INTEL SSDPEKNW512G8|FC:B3:BC:3D:5B:A3:(сетевая карта материнской платы)
BFEBFBFF000906ED|KINGSTON SNV3S1000G|98:E7:43:92:67:79:(主板网卡)	BFEBFBFF000906ED|KINGSTON SNV3S1000G|98:E7:43:92:67:79:(Сетевая карта материнской платы)
BFEBFBFF000906ED|KINGSTON SNV3S1000G|50:E0:85:A0:E0:A6:(主板网卡)	BFEBFBFF000906ED|KINGSTON SNV3S1000G|50:E0:85:A0:E0:A6:(сетевая карта материнской платы)
BFEBFBFF000306F2|KingDian S370 256GB|60:45:CB:83:1F:28:(主板网卡)	BFEBFBFF000306F2|KingDian S370 256 ГБ|60:45:CB:83:1F:28:(сетевая карта материнской платы)
BFEBFBFF000B0671|Samsung SSD 980 1TB|C8:6E:08:E0:58:53:(主板网卡)	BFEBFBFF000B0671|Samsung SSD 980 1 ТБ|C8:6E:08:E0:58:53:(сетевая карта материнской платы)
形换影-复制曲面焁Open a part or assembly document, then rerun this m	копирование граней Open a part or assembly document, then rerun this m
（二）公母面平行时时三种形状卡扣形式：矩形，半圆形，三角形，勾选不同组合形成防呆；垂直时为矩形，卡扣高度自动根据母端厚度	(2) При параллельных гранях — три формы защёлок: прямоугольник, полукруг, треугольник; комбинации дают защиту от ошибок; при перпендикулярных — прямоугольник, высота автоматически по толщине гнезда
BFEBFBFF000906EC|ST2000DM005-2CW102|B4:2E:99:64:3E:63:(主板网卡)	BFEBFBFF000906EC|ST2000DM005-2CW102|B4:2E:99:64:3E:63:(сетевая карта материнской платы)
SOLIDWORKS Premium 2025 SP3.0 - [219.02.000 Лестница - 图纸1]	SOLIDWORKS Premium 2025 SP3.0 - [219.02.000 Лестница - Лист1]
（三）说明：1.第一选择上端方通的上平面；2.第二为下端方通的上平面；3.选好参数，生成特征，点“我错了” 特征回退。	(3) Примечание: 1. Первый выбор — верхняя плоскость верхней трубы; 2. Второй — верхняя плоскость нижней трубы; 3. Задайте параметры, постройте элемент; «Я ошибся» — откат.
sw文件(*.sldprt,*.sldasm,*.slddrw)|*.sldprt;*.sldasm;*.slddrw	SW-файл (*.sldprt,*.sldasm,*.slddrw)|*.sldprt;*.sldasm;*.slddrw
闷大AutoExplode改编，增加无选择时为选择所有零部件进行系统的自动爆炸,有选择按零部件的外形尺寸进行倍矩逐项	Переработка AutoExplode: без выбора — авторазнесение всех компонентов, с выбором — поочередное по габаритам
（三）说明：1.选择方通体，根据选点自动确定端部，垂直面时预览切口；2.选好参数，生成特征，点“我错了” 特征回退。	(3) Примечание: 1. Выберите тело трубы — торец определится по точке выбора, на вертикальной грани предпросмотр выреза; 2. Задайте параметры, постройте элемент; «Я ошибся» — откат.
（四）圆管如有临时轴则直接用临时轴，没有则椭圆管一样插入3D直线，方管则取一个边线，再插入参考基准面用作为草图基准面	(4) У круглой трубы используется временная ось (если есть), иначе — 3D-линия как у овальной; у профильной берётся кромка, затем строится опорная базовая плоскость под эскиз
STEP文件(*.step,*.stp)|*.step;*.stp|装配体文件(*.sldasm)|*.sldasm	Файлы STEP (*.step,*.stp)|*.step;*.stp|Файлы сборки (*.sldasm)|*.sldasm
1.8.5.13 20220513  增加平板视图移到最后选项，增加文件筛选，方通卡扣切除特征出错问题，增加备份打包	1.8.5.13 20220513 Добавлена возможность перемещения представления развёртка на последнее, добавлена фильтрация файлов, проблема с ошибкой функции выреза квадратной кнопки, добавлена упаковка резервных копий.
1.實體工程圖和钣金工程圖的模板都是獲取工程圖默認模板,即在SW中選項 - 系統選項 - 默認模板 - 工程圖文件;	1. Шаблоны для твердотельных инженерных чертежей и инженерных чертежей листового металла должны получить шаблон по умолчанию для инженерных чертежей, то есть в разделе «Параметры ПО» — «Параметры системы» — «Шаблон по умолчанию» — «Файл инженерного чертежа»;
DLL目录中D:\\\\dev\\\\OnCadTools_patched\\\\配置文件不存在,是否建立配置文件	В папке D:\\\\dev\\\\OnCadTools_patched\\\\ отсутствует файл конфигурации. Создать его?
炸步骤,请选择零件加入后续步骤笁由闷大AutoExplode改编，增加无选择时为选择所有零部件进行系统的自动爆炸,	шаги разнесения — выберите деталь. Переработка AutoExplode: без выбора — авторазнесение всех компонентов,
请选择实体中的一个面崁Please open a SolidWorks part document,要打开零件文档	Выберите грань тела. Откройте документ детали SolidWorks
（二）说明：1.选择平板的直边（正面是平板面，侧面是板厚边）；2.出现预览说明能切除；3.点“我错了” 特征回退。	(2) Примечание: 1. Выберите прямую кромку пластины (спереди — плоскость, сбоку — кромка толщины); 2. Появление предпросмотра означает, что вырез возможен; 3. Кнопка «Я ошибся» откатывает элемент.
<script>alert('Can't access excel不能启动excel对应程序')</script>	<script>alert('Невозможно получить доступ к Excel, невозможно запустить соответствующую программу Excel')</script>
3.1.0.6 20250713  平板最后视图改为调整属性视图  草图线生成拉伸实体V1.0，草图线开孔V1.0	3.1.0.6 20250713 Окончательный вид плоской пластины изменяется на вид атрибута регулировки. Линия эскиза создает вытянутый объект V1.0, а линия эскиза открывает V1.0.
2.1.1.11 20250110 折弯标注增加钣金厚度标注， 方管排线口，修改圆管厚度V2.1,管材贯穿V3.0	2.1.1.11 20250110 Добавьте маркировку толщины листового металла к маркировке изгиба, вывод кабеля из квадратной трубы, измените толщину круглой трубы V2.1, проходимость трубы V3.0
步骤,请选择零件加入后续步骤笁由闷大AutoExplode改编，增加无选择时为选择所有零部件进行系统的自动爆炸,	шаги — выберите деталь для добавления. Переработка AutoExplode: без выбора — авторазнесение всех компонентов,
swSheetMetalModifierError_GaugeTablePathNotEmpty规格表非空字符串	swSheetMetalModifierError_GaugeTablePathNotEmptygaugetable непустая строка
3.1.1.3 20250915  圆管展开V4.0  槽钢7.1增加支持不规范截面 平板图11.3增加短线图层	3.1.1.3 20250915 Расширение круглой трубы V4.0 Швеллер из стали 7.1 обеспечивает поддержку нестандартных сечений. На схеме плоской пластины 11.3 добавлен слой коротких линий.
2.0.1.16 20230130 快速键槽V1.1,快速公差,独立组件2.0,工程图助手V1.1,打包V2.1	2.0.1.16 20230130 Quick Keyway V1.1, Quick Tolerance, Независимый компонент 2.0, Помощник по инженерному рисованию V1.1, Упаковка V2.1
在工程图运行愁请先保存工程图Please Save the Solidworks Drawing First.	Запускайте в чертеже. Сначала сохраните чертёж (Please Save the SolidWorks Drawing First)
的注释值朁Number of ModelWindows in this SOLIDWORKS session:	значение аннотации… (отладочная строка SW API)
如果是新装插件,插件建议位置是D:\Program Files\OnCadTools,这样直接用插件自带的模板	Если плагин установлен недавно, рекомендуемым расположением плагина является D:\Program Files\OnCadTools, поэтому вы можете напрямую использовать шаблон, поставляемый с плагином.
<script>alert('Can't access excel未能取得Excel接口')</script>	<script>alert('Невозможно получить доступ к Excel, не удалось получить интерфейс Excel')</script>
未在两个列表选择出图项，是否将需要出图的钣金或实体都出图no selected,will create all	В двух списках не выбраны элементы чертежа. Рисовать ли весь листовой металл или объекты, которые необходимо нарисовать? не выбрано, будут созданы все
文件名加后缀_3D,以免PDF与此相应工程图PDF同名，此PDF具有三维视角，用Adobe Acrobat查看	Добавьте суффикс _3D к имени файла, чтобы PDF-файл не имел того же имени, что и соответствующий PDF-файл с инженерными чертежами. Этот PDF-файл имеет трехмерную перспективу, и его можно просмотреть с помощью Adobe Acrobat.
3.1.1.0 20250829  H钢剪裁V1.1 角钢剪裁V4.2 方管定位孔 草图线生成拉伸实体V2.0	3.1.1.0 20250829 Резка стали H V1.1 Резка стали под углом V4.2 Отверстие для позиционирования квадратной трубы Создание эскизной линии вытянутого объекта V2.0
BFEBFBFF000B0671|CT1000P3PSSD8|10:FF:E0:81:9C:76:(主板网卡)	BFEBFBFF000B0671|CT1000P3PSSD8|10:FF:E0:81:9C:76:(сетевая карта материнской платы)
SOLIDWORKS Premium 2025 SP3.0 - [GB-A3.drwdot - 图纸1 *]	SOLIDWORKS Premium 2025 SP3.0 - [GB-A3.drwdot - Лист1 *]
注释值朁Number of ModelWindows in this SOLIDWORKS session:	значение примечания Number of ModelWindows in this SOLIDWORKS session:
（二）说明：1.选择一个或多个引用面，以及打孔面；2.出现预览说明能切除和焊铆；3.点“我错了” 特征回退。	(2) Инструкции: 1. Выберите одну или несколько эталонных поверхностей и перфорированную поверхность; 2. Появится предварительный просмотр, указывающий, что его можно резать и клепать; 3. Нажмите «Я был неправ», чтобы вернуться к функции.
技术要求库文件没有发现,改用缺省Source file not found. Using defaults.	Файл библиотеки технических требований не найден, используйте исходный файл по умолчанию. Использование значений по умолчанию.
2.0.1.11 20230103 角铁剪裁升级为3.0，改为草图切除，自动长短边切换方向，支持多种画法角钢	2.0.1.11 20230103 Резка углового железа обновлена до версии 3.0, изменена на резку по эскизу, автоматическое переключение направлений между длинной и короткой сторонами и поддержка нескольких методов рисования углового железа.
精密机床、测景仪器、量具以及模具的基准面和工作面精密机床上重要箱体主轴孔对基准面的要求，尾架孔对基准面的要求	Базовая плоскость и рабочая поверхность прецизионных станков, вид измерительных приборов, измерительных инструментов и форм. Требования к базовой плоскости отверстия шпинделя важной коробки прецизионного станка и требования к базовой плоскости отверстия задней бабки.
1.实体、钣金和装配体工程图的模板都是获取工具参数里的相应工程图当前模板,如未指定则取系统默认工程图模板。	1. Шаблоны чертежей деталей, листового металла и сборок берутся из настроек инструментов (если не указаны, берутся системные по умолчанию).
批量输出工程图(支持多实体多钣金体)BatchCreateDrawing V3.3--OnCadTools	Пакетный вывод чертежей (многотелые и многослойные детали) BatchCreateDrawing V3.3 — OnCadTools
释值朁Number of ModelWindows in this SOLIDWORKS session:	Number of ModelWindows in this SOLIDWORKS session:
骤,请选择零件加入后续步骤笁由闷大AutoExplode改编，增加无选择时为选择所有零部件进行系统的自动爆	— выберите деталь для добавления. Переработка AutoExplode: без выбора — авторазнесение всех
骤笁由闷大AutoExplode改编，增加无选择时为选择所有零部件进行系统的自动爆炸,有选择按零部件的外形	шагов. Переработка AutoExplode: без выбора — авторазнесение всех компонентов, с выбором — по габаритам
（五）切除特征处理检查搭边面与方通外面的夹角，如形成小于45度的尖角时，用旋转移动面特征转成90度避免尖角	(5) Проверяется угол между отбортовкой и наружной гранью: при угле менее 45° грань поворачивается на 90°, чтобы избежать острой кромки
属性值报告由瓯南工具箱OnCadTools创建,程序参考https://www.codestack.net	Отчет о значениях атрибутов создается OnCadTools, ссылка на программу — https://www.codestack.net.
2.0.4.0  20230503 打标折弯线V1.0，修改方通圆柱面判别，焊件总装三视图，坐标标注极限值	2.0.4.0 20230503 Маркировка линии сгиба V1.0, изменение идентификации цилиндрической поверхности квадратной трубы, три вида сварной сборки и предельные значения маркировки координат
BFEBFBFF000A0655|ADATA SP550|F4:4D:30:CB:FC:64:(主板网卡)	BFEBFBFF000A0655|ADATA SP550|F4:4D:30:CB:FC:64:(сетевая карта материнской платы)
(*.sldprt;*.sldasm)|*.sldprt;*.sldasm|零件(*.sldprt)|*	Модели (*.sldprt;*.sldasm)|*.sldprt;*.sldasm|Детали (*.sldprt)|*
说明:如果你采用本软件提供的插入提取宏自动生成平板三个参数,那么这里的属性名和提取到自定义属性名称一致。	Пояснение:Если вы используете макрос вставки/извлечения для3 параметров развёртки, имена свойств здесь совпадаютс извлечёнными свойствами пользователя.
（五）手板模式时K因子是相当于圆管壁厚作为钣金厚度，中性层与内壁层的距离与圆管厚度的比值,公式K=t/T	(5) В режиме ручной гибки K-фактор: толщина листа = толщина стенки трубы; K = t/T
（五）手板模式时K因子是相当于方管壁厚作为钣金厚度，中性层与内壁层的距离与方管厚度的比值,公式K=t/T	(5) В режиме ручной гибки K-фактор: толщина листа = толщина стенки трубы; K = расстояние от нейтрального слоя до внутренней стенки / толщина трубы (K = t/T)
3.1.0.0 20250522 切割清单重命名V3.0增加表格导出导入 反向视图比例 剖面图90度问题	3.1.0.0 20250522 Переименование списка вырезов V3.0 добавляет экспорт и импорт таблиц, обратную пропорцию просмотра, проблему с 90 градусами в разрезе.
2.1.1.2 20240825 盗号网卡禁号,剖面孔标注升级,孔标注沉孔在背面自动加后缀,卡扣编号位置	2.1.1.2 20240825 Украденный номер сетевой карты запрещен, маркировка поперечного отверстия улучшена, маркировка отверстия с потайным отверстием автоматически добавляется с суффиксом на задней стороне, а положение номера защёлки меняется.
2.0.4.5  20230524 定制版燕尾槽口V2.0,工程图助手增加高品质视图,半腰孔开孔V1.2	2.0.4.5 20230524 Индивидуальная версия выемки «ласточкин хвост» V2.0, помощник по инженерному рисованию добавляет высококачественные виды, отверстие до половины талии V1.2
20210315 插入提取宏加入图号分离,前面英文数字作为代号,中文开始都作为名称,不作名称+代号的分离	20210315 Вставьте макрос извлечения и добавьте разделение номеров чертежей. В качестве кодовых названий используются первые английские цифры, а в качестве названий — китайские иероглифы, начиная с начала. Разделения имя+кодовое имя нет.
1.实体工程图和钣金工程图的模板都是获取工程图默认模板,即在SW中选项-系统选项-默认模板-工程图文件;	1. Шаблоны для твердотельных инженерных чертежей и инженерных чертежей листового металла должны получить шаблон по умолчанию для инженерных чертежей, то есть в Параметры ПО-Параметры системы-Шаблон по умолчанию-Файл инженерного чертежа;
DLL目录中D:\\dev\\OnCadTools_patched\\配置文件不存在,是否建立配置文件	В папке D:\\dev\\OnCadTools_patched\\ отсутствует файл конфигурации. Создать его?
地移形换影-复制曲面焁Open a part or assembly document, then r	копирование граней Open a part or assembly document, then r
爆炸步骤,请选择零件加入后续步骤笁由闷大AutoExplode改编，增加无选择时为选择所有零部件进行系	шаги разнесения — выберите деталь. Переработка AutoExplode: без выбора — авторазнесение всех
面焁Open a part or assembly document, then rerun this	граней Open a part or assembly document, then rerun this
（六）弯管机模式时K因子是相当于整个方管对边距离作为钣金厚度,中性层与内弯弧面的距离再与对边距离的比值	(6) В режиме трубогиба K-фактор: толщина листа = расстояние между противоположными гранями; K = расстояние от нейтрального слоя до внутренней дуги / это расстояние
2.0.1.0 20221124 链接注释V1.0，清单属性读写升级为V3.0，多实体出图注释两种形式	2.0.1.0 20221124 Аннотация ссылки V1.0, чтение и запись атрибутов списка обновлены до версии V3.0, аннотация рисования нескольких объектов в двух формах
1.8.5.14 20220524  可能修正视图边线不显示，非成形配置出图，启用更新日志，加密狗注册	1.8.5.14 20220524 Возможные исправления: не отображаются края вида, экспортируется несформированная конфигурация, включен журнал обновлений и регистрация ключа
SOLIDWORKS Premium 2025 SP3.0 - [测试件.SLDPRT [Вид]]	SOLIDWORKS Premium 2025 SP3.0 - [Тестовая деталь.SLDPRT [Вид]]
档(*.sldprt;*.sldasm)|*.sldprt;*.sldasm|零件(*.sldprt	Документы (*.sldprt;*.sldasm)|*.sldprt;*.sldasm|Детали (*.sldprt
（五）异型孔配孔方案文件在插件-配置-智能打孔文件夹，文件名为智能打孔，可编辑，应注意尺寸段的连续性	(5) Файл схем сопряжения отверстий — в папке плагина «Настройки → Умные отверстия», имя «умные отверстия»; при редактировании следите за непрерывностью диапазонов размеров
2.右键单元格进行放大所选实体    3.弹簧件不能运行，应压缩排除 4 面2/4Y值以1面作为基准	2. Щелкните ячейку правой кнопкой мыши, чтобы увеличить выбранный объект. 3. Пружинный компонент не может работать, его следует сжать и исключить. Значение 2/4Y 4-й поверхности основано на 1-й поверхности.
swSheetMetalModifierError_NotEnabledOnTemplate模板无效	Недопустимый шаблон swSheetMetalModifierError_NotEnabledOnTemplate.
2.0.3.1  20230406  图页链接注释2.0,增加工具箱功能列表导出,taskPan清除	2.0.3.1 20230406 Аннотация ссылки на страницу рисунка 2.0, добавление экспорта списка функций панели инструментов, очистка TaskPan
一个装配体视图再试 The selected view has NO assembly found	…вид сборки и повторите (The selected view has NO assembly found)
影-复制曲面焁Open a part or assembly document, then rer	копирование граней Open a part or assembly document, then rer
说明：排序未达到要\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\n求就多运行几次	Примечание: если сортировка не достигла нужного результата — запустите еще раз
零件加入后续步骤笁由闷大AutoExplode改编，增加无选择时为选择所有零部件进行系统的自动爆炸	Деталь будет добавлена в последующие шаги. Переработка AutoExplode: без выбора — авторазнесение всех компонентов
零件装配里运行 Please open a part  or assembly document.	Выполняется в детали или сборке Please open a part or assembly document.
（四）弯管机模式时K因子是相当于管子直径（弯管机模式）作为钣金厚度，中性层与内层距与管子直径的比值	(4) В режиме трубогиба K-фактор: толщина листа = диаметр трубы; K = расстояние от нейтрального слоя до внутреннего слоя / диаметр
（四）最好不要选择不同实体的平面，会导致特征数量等于孔数，造成过长，同一实体可以实现单个删除面特征	(4) Не выбирайте плоскости разных тел: число элементов станет равно числу отверстий (очень долго); в одном теле удаление — один элемент
(where counterclockwise逆时针 = True and CW = false)	(где против часовой стрелки = Истина и CW = Ложь)
DLL目录中CommonNotes.ini配置文件不存在No Config File Exists	Файл конфигурации CommonNotes.ini не существует в каталоге DLL. Конфигурационный файл не существует
3.1.0.3 20250608 方通公母端V9.1，增加删除中心线和中心符号，圆周孔标注V2.1	3.1.0.3 20250608 Квадратная трубка с наружной и внутренней резьбой V9.1, добавление и удаление центральной линии и символа центра, маркировка отверстий по окружности V2.1
1.8.5.20 20220601 出图和模型图表中钣金轴测增加交替平板配置（SW2020起支持）	1.8.5.20 20220601 Добавлена переменная конфигурация плоской панели для изометрии листового металла на чертежах и диаграммах моделей (поддерживается начиная с SW2020).
1.6.2.2 20220302  WinForm窗体及其控件的自适应,长度标注在SW2016适用	1.6.2.2 20220302 Адаптивная и длинная аннотации форм и элементов управления WinForm применимы к SW2016.
DLL目录中D:\dev\OnCadTools_patched\配置文件不存在,是否建立配置文件	В папке D:\dev\OnCadTools_patched\ отсутствует файл конфигурации. Создать его?
分钟请确认要删除所有图层minutes , Sure Delete All Layer Now?	мин. Подтвердите удаление всех слоев minutes, Sure Delete All Layer Now?
孔平面相距小于\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\n视为重合面mm：	Плоскости отверстий ближе этого значения (мм) считаются совпадающими:
请先保存工程图Please Save the Solidworks Drawing First.	Сначала сохраните чертеж Please Save the Solidworks Drawing First.
请开启零件装配 Please open a part or assembly document.	Откройте деталь или сборку. Please open a part or assembly document.
（二）开启功能后按序选择三条及以上草图直线段和相应的孔线或螺纹线，将生成多边形体和相应的孔或螺孔	(2) После включения функции последовательно выберите три или более прямых сегментов эскиза и соответствующие линии отверстий или линии резьбы, и будет создано многоугольное тело и соответствующие отверстия или отверстия для винтов.
Number of sheet metal features in the folder钣金数:	Количество элементов листового металла в папке Номер листового металла:
技术要求库V1.2CommonNotes--Leonard Kikstra（PYCZT汉化修改）	Библиотека технических требований V1.2CommonNotes — Леонард Кикстра (китайская модификация PYCZT)
3.1.0.5 20250701 插入DWG草图增加支持装配体, 生成单根方管增加装配体运行模式	3.1.0.5 20250701 Вставьте эскиз DWG, чтобы добавить поддержку сборки, создать одну квадратную трубу и добавить режим выполнения сборки.
2.1.1.1 20240718 选边开孔焊铆2.0，引用开孔焊铆2.0,查找替换相同零件1.0	2.1.1.1 20240718 Выберите сварку и клепку краевых отверстий 2.0, контрольную сварку отверстий и клепку 2.0, найдите и замените те же детали 1.0
2.0.9.0  20230801 拆分工程图V1.0,批量方通卡扣V4.8,3D包围框V3.4	2.0.9.0 20230801 Разделенный инженерный чертеж V1.0, квадратная защёлка V4.8, 3D-ограничительная рамка V3.4
2.0.1.12 20230108 BOM升级为6.1避免二次遍历 钣金卡扣V4.2弧形插口改进	2.0.1.12 20230108 Спецификация обновлена до версии 6.1, чтобы избежать вторичного перемещения. Улучшение защёлки из листового металла. V4.2. Изогнутое гнездо.
2.0.1.7 20221214 槽钢剪裁V3.1反切纠正,多实体建装配里方通转正增加转step	2.0.1.7 20221214 Исправлена обратная резка швеллерной стали V3.1, проф. труба многокорпусной конструкции повернут вперед и добавлен шаг.
1.8.6.50 20221113 批量平板图升级V5.0 BOM升级V5.0 修改方通V2.3	1.8.6.50 20221113 Пакетное обновление плоского плана V5.0 Обновление спецификации V5.0 Изменение Fangtong V2.3
1.8.6.42 20221025 方通刻字升级V2.0手工刻字支持装配体,增加我错了,零件代号	1.8.6.42 20221025 Обновление надписей Fangtong V2.0, ручные надписи поддерживают сборку, добавлено, что я был неправ, код детали
花键轴轴肩端面、皮带运输机法兰盘等端面对轴心线、手动卷扬机及传动装置中轴承端面，减速器壳体平面等	Торец заплечика шлицевого вала, торец фланца ленточного конвейера и т.п. обращены к осевой линии оси, торцу подшипников в ручной лебедке и трансмиссионном устройстве, плоскости корпуса редуктора и т.п.
-复制曲面焁Open a part or assembly document, then re	— копирование граней Open a part or assembly document, then re
在被剪裁槽钢的大面上插入剪裁轮廓，位置根据剪裁槽钢的内面和各参数，插入切除特征作用于各被裁实体	В большую грань обрезаемого швеллера вставляется контур; положение — по внутренним граням и параметрам; вырез действует на все обрезаемые тела
在被剪裁角钢的大面上插入剪裁轮廓，位置根据剪裁角钢的内面和各参数，插入切除特征作用于各被裁实体	В большую грань обрезаемого уголка вставляется контур; положение — по внутренним граням и параметрам; вырез действует на все обрезаемые тела
多实体零件创建工程图MultisolidCreateDraw V8.2--OnCadTools	Создание чертежей многотельных деталей MultisolidCreateDraw V8.2 -- OnCadTools
此功能智能判断轴毂和端面位置及相应基准面，给出键的规格尺寸和公差，起快速建模和插入标准件的作用	Функция автоматически определяет ступицу вала, торец и базовые плоскости, выдаёт типоразмер и допуск шпонки — быстрое моделирование и вставка стандартного изделия
第一选择应是基本基准面特征Fist Selected must be a datumplane	Выбранная в первую очередь должна быть базовой плоскостью.
图页插入链接注释V3.0 NoteEditoForSheet--OnCadTools瓯南工具箱	Вставьте аннотацию ссылки на страницу рисунка V3.0 NoteEditoForSheet--OnCadTools Ounan Toolbox
未能获取比较工具,请在菜单-工具-插件-活动插件列勾选SOLIDWORKS Utilities	Не удалось получить инструмент сравнения. Проверьте SOLIDWORKS Utilities в столбце Меню-Инструменты-Плагины-Активный плагин.
还原组件失败Failed to set component state to resolved	Не удалось установить состояние компонента как решенное.
装配体工程图模板文件不存在 no Assemble drawing template file	нет Файл шаблона чертежа сборки не существует Нет Файл шаблона чертежа сборки
swSheetMetalModifierError_UnspecifiedError未指定错误	swSheetMetalModifierError_UnspecifiedError неуказанная ошибка
2.1.1.3 20240901 孤立存为零件,还原中文原名,解除对齐关系,垂直卡扣长度自定义	2.1.1.3 20240901 Сохранить как изолированную деталь, восстановить исходное китайское название, отменить выравнивание и настроить длину вертикальной защёлки.
2.0.15.8 20240422 批量属性材料V5.0 方通公母端V8.0 钣金卡扣V8.1	2.0.15.8 20240422 Атрибут партии материала V5.0 Квадратный соединение шип-паз V8.0 Пряжка из листового металла V8.1
2.0.11.9  20231010 所选草图圆添加水平垂直V2.0增加尺寸过滤,定制钣金开孔	2.0.11.9 20231010 Добавьте горизонтальную и вертикальную версию V2.0 к выбранному кругу эскиза, чтобы увеличить фильтрацию по размеру и настроить отверстия в листовом металле.
2.0.1.33 20230311 视图间距调整，多实体出图采用统一视图定位,快捷开孔增加背孔	2.0.1.33 20230311 Регулировка расстояния между видами, чертеж с несколькими объектами принимает единое расположение вида, быстрое открытие отверстия добавляет заднее отверстие
2.0.1.18 20230203 独立组件2.1支持2016版，坐标标注加上后自动出图BUG	2.0.1.18 20230203 Независимый компонент 2.1 поддерживает версию 2016 года, и карта будет создана автоматически после добавления аннотации координат. ОШИБКА
1.8.5.21 20220603 多实体建装配支持子焊件，统一广告语和时间,平板长宽标注独立	1.8.5.21 20220603 Сборка многокомпонентной конструкции поддерживает сварные узлы, единые рекламные слоганы и время, а также независимую маркировку длины и ширины пластин.
3.工程图预览采用eDrawing动态库模块，所以系统应装有eDrawings，可以不管版本;	3. Предварительный просмотр инженерных чертежей использует модуль динамической библиотеки eDrawing, поэтому система должна быть оснащена eDrawings независимо от версии;
5.实体工程图以零件当前的模型视角作为主视图,如果不合适,可在零件模型重新调整后再次重新生成。	5. В твердотельном инженерном чертеже в качестве основного вида используется текущая перспектива модели детали. Если он не подходит, его можно регенерировать после корректировки модели детали.
3.工程圖預覽采用eDrawing動態庫模塊，所以系統應裝有eDrawings，可以不管版本;	3. Предварительный просмотр инженерных чертежей использует модуль динамической библиотеки eDrawing, поэтому система должна быть оснащена eDrawings независимо от версии;
5.實體工程圖以零件當前的模型視角作爲主視圖,如果不合適,可在零件模型重新調整後再次重新生成。	5. В твердотельном инженерном чертеже в качестве основного вида используется текущая перспектива модели детали. Если он не подходит, его можно регенерировать после корректировки модели детали.
小工具显微镜套管外圆，高精度外圆磨床轴承磨床砂轮主轴套简、喷油嘴针阀体、高精度微型轴承内、外圈	Внешний круг корпуса небольшого инструментального микроскопа, высокоточный цилиндрический шлифовальный подшипник, втулка шпинделя шлифовального круга, корпус игольчатого клапана топливной форсунки, высокоточные внутренние и наружные кольца микроподшипника
2.实体和钣金工程图都会插入焊接清单表,模板文件也是工具参数里的当前模板，如无则取系统默认;	2. В чертежи тел и листового металла вставляется таблица вырезов из текущих шаблонов настроек (при отсутствии — по умолчанию);
Please open a SolidWorks part document,要打开零件文档	Please open a SolidWorks part document — откройте документ детали
启零件装配 Please open a part or assembly document.	Откройте деталь или сборку Please open a part or assembly document.
按<是>则将另一装配体插入到当前装配,按<否>则将当前装配插入另一装配体中,按取消无操作退出	<Да> — вставить другую сборку в текущую; <Нет> — вставить текущую в другую; <Отмена> — выход без действий
换影-复制曲面焁Open a part or assembly document, then	копирование граней Open a part or assembly document, then
